user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Unknown_BY606-001R0003_bin.55	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114565.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinigallinarum	94.49	0.712	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945871415.1, s__Desulfovibrio sp945871415, 95.0, 93.36, 0.669; GCA_030372365.1, s__Desulfovibrio sp944327285, 95.0, 92.4, 0.68; GCA_905215675.1, s__Desulfovibrio sp905215675, 95.0, 87.35, 0.422; GCA_944324555.1, s__Desulfovibrio sp944324555, 95.0, 84.87, 0.287; GCA_934546745.1, s__Desulfovibrio sp934546745, 95.0, 83.21, 0.194	87.25	11	0.9984	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0003_bin.56	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.82	0.894	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.82	0.894	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545025.1, s__URXU01 sp900545025, 95.0, 90.64, 0.735; GCA_947629685.1, s__URXU01 sp947629685, 95.0, 85.96, 0.544; GCA_949285135.1, s__URXU01 sp949285135, 95.0, 85.72, 0.504; GCA_900552005.1, s__URXU01 sp900552005, 95.0, 82.66, 0.305	83.4	11	N/A	N/A
Unknown_BY606-001R0003_bin.58	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	98.31	0.832	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	98.31	0.832	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019118745.1, s__Desulfovibrio gallistercoris, 95.0, 91.32, 0.648; GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 90.33, 0.574; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 89.93, 0.555; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 88.96, 0.458; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 85.95, 0.289	68.58	11	N/A	N/A
Unknown_BY606-001R0003_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	N/A	N/A	N/A	N/A	N/A	GCA_018712805.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus excrementavium	94.31	0.811	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949292775.1, s__Fimenecus sp949292775, 95.0, 86.84, 0.596	79.36	11	0.99595	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0003_bin.60	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	98.02	0.954	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	98.02	0.954	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949283205.1, s__Alistipes sp949283205, 95.0, 87.11, 0.565; GCA_019120095.1, s__Alistipes merdipullorum, 95.0, 86.85, 0.451; GCA_949296635.1, s__Alistipes sp949296635, 95.0, 86.6, 0.544; GCA_944320685.1, s__Alistipes sp944320685, 95.0, 85.82, 0.544	69.55	11	N/A	N/A
Unknown_BY606-001R0003_bin.65	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.83	0.915	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.83	0.915	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557185.1, s__UMGS2016 sp900557185, 95.0, 82.75, 0.289; GCA_944355255.1, s__UMGS2016 sp944355255, 95.0, 82.71, 0.307; GCA_905203475.1, s__UMGS2016 sp905203475, 95.0, 82.69, 0.295; GCA_949288035.1, s__UMGS2016 sp949288035, 95.0, 82.49, 0.319; GCA_944332735.1, s__UMGS2016 sp944332735, 95.0, 81.5, 0.224	84.33	11	N/A	N/A
Unknown_BY606-001R0003_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	GCA_944380845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	98.6	0.904	GCA_944380845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	98.6	0.904	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.76	11	N/A	N/A
Unknown_BY606-001R0003_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.44	11	0.85696	N/A
Unknown_BY606-001R0004_bin.1	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.84	0.879	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.84	0.879	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557185.1, s__UMGS2016 sp900557185, 95.0, 83.62, 0.275; GCA_905203475.1, s__UMGS2016 sp905203475, 95.0, 83.57, 0.269; GCA_949288035.1, s__UMGS2016 sp949288035, 95.0, 83.35, 0.251; GCA_944355255.1, s__UMGS2016 sp944355255, 95.0, 83.18, 0.259; GCA_944332735.1, s__UMGS2016 sp944332735, 95.0, 82.33, 0.198	81.21	11	N/A	N/A
Unknown_BY606-001R0004_bin.12	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.74	11	0.87637	N/A
Unknown_BY606-001R0004_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.72	0.931	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.72	0.931	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.26	11	N/A	N/A
Unknown_BY606-001R0004_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.4	11	0.97684	N/A
Unknown_BY606-001R0004_bin.21	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	GCA_018883725.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	98.44	0.799	GCA_018883725.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	98.44	0.799	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000158195.2, s__Fusobacterium_A mortiferum, 95.0, 85.93, 0.441; GCF_905193685.1, s__Fusobacterium_A sp900555485, 95.0, 84.44, 0.304; GCA_900764925.1, s__Fusobacterium_A sp900764925, 95.0, 84.26, 0.257; GCF_900450765.1, s__Fusobacterium_A necrogenes, 95.0, 83.25, 0.282; GCA_019410665.1, s__Fusobacterium_A sp019410665, 95.0, 82.75, 0.226; GCF_019012925.1, s__Fusobacterium_A sp019012925, 95.0, 82.62, 0.22; GCA_020024915.1, s__Fusobacterium_A sp020024915, 95.0, 81.46, 0.217	88.68	11	N/A	N/A
Unknown_BY606-001R0004_bin.23	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F;s__Helicobacter_F sp002287135	GCF_002287135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F;s__Helicobacter_F sp002287135	98.53	0.973	GCF_002287135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F;s__Helicobacter_F sp002287135	98.53	0.973	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900198655.1, s__Helicobacter_F equorum_A, 95.0, 92.96, 0.832; GCA_019112865.1, s__Helicobacter_F avicola, 95.0, 80.66, 0.161	86.59	11	N/A	N/A
Unknown_BY606-001R0004_bin.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.43	11	0.95871	N/A
Unknown_BY606-001R0004_bin.25	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_010669225.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.33	0.917	GCF_010669225.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.33	0.917	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556715.1, s__Megamonas sp900556715, 95.0, 92.74, 0.598; GCF_900187035.1, s__Megamonas hypermegale, 95.0, 83.25, 0.175	73.45	11	N/A	N/A
Unknown_BY606-001R0004_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.98	0.869	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.98	0.869	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.83, 0.359; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.47, 0.333; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.74, 0.327; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.41, 0.274; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.35, 0.296; GCA_019119845.1, s__Alistipes merdavium, 95.0, 83.23, 0.254; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 82.79, 0.245; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 82.41, 0.196; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.23, 0.221; GCA_949840605.1, s__Alistipes sp949840605, 95.0, 82.17, 0.153; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.16, 0.154; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.15, 0.23; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.99, 0.209; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 81.93, 0.2; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.75, 0.181; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.75, 0.18; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.72, 0.186; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.62, 0.187; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.52, 0.183; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.44, 0.211; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.43, 0.174; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.4, 0.172; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.37, 0.181; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 81.31, 0.166; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.26, 0.152; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.2, 0.166; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.19, 0.163; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.12, 0.182; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.01, 0.16; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 81.0, 0.152; GCA_944321755.1, s__Alistipes sp944321755, 95.0, 80.98, 0.151; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.9, 0.182; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 80.09, 0.172	95.33	11	N/A	N/A
Unknown_BY606-001R0004_bin.4	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.69	0.943	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.69	0.943	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019402445.1, s__Brachyspira pilosicoli_B, 95.0, 94.72, 0.845; GCF_008016535.1, s__Brachyspira pilosicoli_A, 95.0, 91.57, 0.701; GCF_934747485.1, s__Brachyspira sp934747485, 95.0, 91.43, 0.751; GCF_009755885.1, s__Brachyspira sp009755885, 95.0, 91.06, 0.803; GCA_934725655.1, s__Brachyspira sp934725655, 95.0, 90.51, 0.568	94.02	11	N/A	N/A
Unknown_BY606-001R0004_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.83	11	0.85631	N/A
Unknown_BY606-001R0006_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900550925	GCA_900550925.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900550925	98.05	0.917	GCA_900550925.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900550925	98.05	0.917	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.21	11	N/A	N/A
Unknown_BY606-001R0006_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	GCA_019117485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	95.32	0.745	GCA_019117485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	95.32	0.745	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_944384735.1, s__Agathobaculum sp944384735, 95.0, 87.82, 0.458; GCA_019115615.1, s__Agathobaculum merdavium, 95.0, 86.33, 0.331; GCF_900625105.1, s__Agathobaculum sp900625105, 95.0, 85.42, 0.297; GCA_944384725.1, s__Agathobaculum sp944384725, 95.0, 85.08, 0.248; GCA_019421385.1, s__Agathobaculum sp019421385, 95.0, 84.96, 0.271; GCA_019115185.1, s__Agathobaculum merdipullorum, 95.0, 84.74, 0.249; GCF_944384695.1, s__Agathobaculum sp944384695, 95.0, 84.47, 0.205; GCF_944380975.1, s__Agathobaculum sp944380975, 95.0, 84.37, 0.236; GCA_944376955.1, s__Agathobaculum sp944376955, 95.0, 83.93, 0.2; GCA_019418305.1, s__Agathobaculum sp019418305, 95.0, 83.72, 0.183; GCA_019115085.1, s__Agathobaculum pullicola, 95.0, 83.44, 0.188	64.95	11	N/A	N/A
Unknown_BY606-001R0006_bin.13	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	GCA_944390125.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	98.03	0.911	GCA_944390125.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	98.03	0.911	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944389555.1, s__Enterousia sp944389555, 95.0, 81.02, 0.193	77.72	11	N/A	N/A
Unknown_BY606-001R0006_bin.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella sp944320775	GCA_944320775.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella sp944320775	98.12	0.8	GCA_944320775.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella sp944320775	98.12	0.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.06	11	N/A	N/A
Unknown_BY606-001R0006_bin.16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.31	0.899	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.31	0.899	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.71	11	N/A	N/A
Unknown_BY606-001R0006_bin.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.9	0.947	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.9	0.947	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949283205.1, s__Alistipes sp949283205, 95.0, 87.19, 0.531; GCA_949296635.1, s__Alistipes sp949296635, 95.0, 86.77, 0.485; GCA_019120095.1, s__Alistipes merdipullorum, 95.0, 86.59, 0.428; GCA_944320685.1, s__Alistipes sp944320685, 95.0, 86.06, 0.51	76.33	11	N/A	N/A
Unknown_BY606-001R0006_bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	GCF_003437535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	95.76	0.786	GCA_945965395.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp945965395	94.84	0.782	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 94.24, 0.781; GCA_900557085.1, s__Phocaeicola sp900557085, 95.0, 94.06, 0.534; GCF_025993685.1, s__Phocaeicola mediterraneensis_A, 95.0, 84.23, 0.435; GCF_025567125.1, s__Phocaeicola fibrisolvens, 95.0, 83.88, 0.41; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 83.78, 0.429; GCF_016900355.1, s__Phocaeicola sp900551065, 95.0, 83.38, 0.394; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 83.24, 0.354; GCF_902472605.1, s__Phocaeicola sp902472605, 95.0, 83.17, 0.373; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 83.13, 0.383	79.74	11	N/A	N/A
